sample_index,model,prob_basal,prob_her2,prob_luminal_A,prob_luminal_B,prob_normal
107,MLP,0.01263075228780508,0.011339676566421986,0.023344697430729866,0.9383800625801086,0.014304826967418194
108,MLP,0.024762580171227455,0.29242807626724243,0.36810731887817383,0.2562103569507599,0.05849169194698334
109,MLP,0.021878201514482498,0.6685537695884705,0.10067696869373322,0.10124611854553223,0.10764497518539429
110,MLP,0.0058066160418093204,0.009733794257044792,0.9323999881744385,0.03402524068951607,0.018034357577562332
111,MLP,0.8186254501342773,0.03453916311264038,0.02580908313393593,0.023534312844276428,0.09749200940132141
112,MLP,0.0005680155009031296,0.0006838488625362515,0.9956336617469788,0.001155742909759283,0.0019586910493671894
113,MLP,0.00025438741431571543,0.0002801906375680119,0.9976415634155273,0.0005692760460078716,0.0012545614736154675
114,MLP,0.001554856775328517,0.0031437184661626816,0.9836735725402832,0.005321526434272528,0.006306326482445002
115,MLP,0.026795877143740654,0.035845354199409485,0.49331480264663696,0.39615103602409363,0.04789283126592636
116,MLP,0.001018731971271336,0.0016492970753461123,0.9892348647117615,0.0028784198220819235,0.0052186185494065285
117,MLP,0.001965615898370743,0.9405553340911865,0.022448351606726646,0.03196995332837105,0.0030607751104980707
118,MLP,0.0024304029066115618,0.003439765889197588,0.9813336730003357,0.005975008942186832,0.0068211727775633335
119,MLP,0.010728673078119755,0.018681634217500687,0.020699867978692055,0.9340828657150269,0.015806928277015686
120,MLP,0.9618151187896729,0.008794233202934265,0.006851961370557547,0.008028008043766022,0.014510853216052055
121,MLP,0.002730641281232238,0.0070067900232970715,0.973583996295929,0.006457106210291386,0.010221464559435844
122,MLP,0.0011159672867506742,0.0018918360583484173,0.9891152381896973,0.003340007271617651,0.0045369891449809074
123,MLP,0.006129862274974585,0.8665002584457397,0.050538331270217896,0.06523994356393814,0.011591647751629353
124,MLP,0.0009292050381191075,0.0012859147973358631,0.9905316829681396,0.002570825396105647,0.004682363476604223
125,MLP,0.9771829843521118,0.00522884726524353,0.003930192440748215,0.0051810285076498985,0.00847698375582695
126,MLP,0.000945558596868068,0.0014280462637543678,0.9904575347900391,0.002711006673052907,0.0044577899388968945
127,MLP,0.0004330324300099164,0.0005112378858029842,0.9955910444259644,0.0010642082197591662,0.002400468336418271
128,MLP,0.023569319397211075,0.09554179012775421,0.0706017017364502,0.7725562453269958,0.03773096576333046
129,MLP,0.0005403797258622944,0.0007898157346062362,0.9940057992935181,0.001317851827479899,0.0033460466656833887
130,MLP,0.004163019359111786,0.009577300399541855,0.9546392560005188,0.011087322607636452,0.020533045753836632
131,MLP,0.0009543474297970533,0.0005173172685317695,0.0005933560896664858,0.996533989906311,0.0014009709702804685
132,MLP,0.0031536153983324766,0.5731285214424133,0.036024678498506546,0.3791143298149109,0.008578827604651451
133,MLP,0.9741520285606384,0.005995886866003275,0.004289574921131134,0.006043682340532541,0.009518880397081375
134,MLP,0.0008117466350086033,0.0010958511848002672,0.992908239364624,0.0018034462118521333,0.003380823414772749
135,MLP,0.001123598194681108,0.0022609683219343424,0.9887056946754456,0.0033030749764293432,0.004606664180755615
136,MLP,0.9316627979278564,0.020030725747346878,0.011146944016218185,0.01570313051342964,0.021456340327858925
137,MLP,0.8046114444732666,0.09463702142238617,0.02477550320327282,0.035713080316782,0.040262870490550995
138,MLP,0.0015391806373372674,0.002029741182923317,0.001379254157654941,0.9930086135864258,0.0020431827288120985
139,MLP,0.02746758610010147,0.050202831625938416,0.15776517987251282,0.7123275995254517,0.05223681032657623
140,MLP,0.010767647996544838,0.01390279270708561,0.014848006889224052,0.9482183456420898,0.012263193726539612
141,MLP,0.9747840166091919,0.005854303482919931,0.0038880405481904745,0.006280990317463875,0.009192641824483871
142,MLP,0.00419513788074255,0.00636989576742053,0.006221862509846687,0.9756100177764893,0.007603153586387634
143,MLP,0.9736451506614685,0.00620922539383173,0.00443262467160821,0.005293205380439758,0.010419699363410473
144,MLP,0.0015031432267278433,0.0027635807637125254,0.9846068620681763,0.005122971720993519,0.006003577262163162
145,MLP,0.01212308183312416,0.01550914067775011,0.01831735670566559,0.937875509262085,0.01617494225502014
146,MLP,0.000724772980902344,0.0013062970247119665,0.9924747347831726,0.002318503800779581,0.0031757340766489506
147,MLP,0.0024186198133975267,0.0013253713259473443,0.001575435628183186,0.992160975933075,0.0025196336209774017
148,MLP,0.9834986329078674,0.0035814710427075624,0.0023180062416940928,0.0049416543915867805,0.0056601776741445065
149,MLP,0.0012698575155809522,0.0020805909298360348,0.9876452088356018,0.003986257594078779,0.005018187221139669
150,MLP,0.0006062437896616757,0.0006918531144037843,0.9944104552268982,0.001331319916062057,0.0029600944835692644
151,MLP,0.03108900971710682,0.5529441833496094,0.13011576235294342,0.24540552496910095,0.040445562452077866
152,MLP,0.0006191320717334747,0.0008983575971797109,0.9948641657829285,0.0013102926313877106,0.002308088820427656
153,MLP,0.000939194462262094,0.0012327666627243161,0.9914584755897522,0.002109660767018795,0.004259811714291573
154,MLP,0.005682087503373623,0.029570437967777252,0.01967443712055683,0.9340804219245911,0.010992724448442459
155,MLP,0.012141295708715916,0.0181244146078825,0.023371277377009392,0.9299294352531433,0.0164335947483778
156,MLP,0.983647882938385,0.0037460566964000463,0.002605792135000229,0.003405220340937376,0.006595100276172161
157,MLP,0.0006819984409958124,0.0010068368865177035,0.994243323802948,0.0016650757752358913,0.002402642974629998
158,MLP,0.002046559238806367,0.9479236006736755,0.020354606211185455,0.027348464354872704,0.0023268433287739754
159,MLP,0.00419360538944602,0.0111049460247159,0.008916079066693783,0.9683583974838257,0.007427008356899023
160,MLP,0.0007648162427358329,0.0009559975587762892,0.9928888082504272,0.001827652333304286,0.0035626653116196394
161,MLP,0.9810678362846375,0.004287629388272762,0.003127926029264927,0.004436619579792023,0.0070800259709358215
162,MLP,0.978717029094696,0.004789600148797035,0.003187648020684719,0.005488296039402485,0.007817506790161133
163,MLP,0.0017348964465782046,0.0026371441781520844,0.9782904982566833,0.004001539666205645,0.013336037285625935
164,MLP,0.0011875538621097803,0.0020390015561133623,0.9897440075874329,0.0030200472101569176,0.004009246826171875
165,MLP,0.003679620334878564,0.007115465123206377,0.9388424754142761,0.008735539391636848,0.041626814752817154
166,MLP,0.0006667941343039274,0.0008834837935864925,0.9927248954772949,0.0016926013631746173,0.004032093100249767
167,MLP,0.010171057656407356,0.8200739026069641,0.07256466895341873,0.07807336002588272,0.019117068499326706
168,MLP,0.0013401806354522705,0.0020411552395671606,0.9885488152503967,0.00333780818618834,0.004732009954750538
169,MLP,0.0016734213568270206,0.002691285451874137,0.9840906262397766,0.004854673519730568,0.006689968053251505
170,MLP,0.009798127226531506,0.0204139556735754,0.8982765674591064,0.051539596170186996,0.019971687346696854
171,MLP,0.001298035029321909,0.0016368977958336473,0.9879918694496155,0.002951271366328001,0.006121960002928972
172,MLP,0.0005553269875235856,0.0011504283174872398,0.9930075407028198,0.0017409708816558123,0.003545742481946945
173,MLP,0.002040443941950798,0.0021183991339057684,0.002291459823027253,0.9900206327438354,0.0035291702952235937
174,MLP,0.003202942432835698,0.003839125856757164,0.004536679480224848,0.9842668175697327,0.004154383670538664
175,MLP,0.006725088227540255,0.012438804842531681,0.9304603338241577,0.03399382904171944,0.01638190448284149
176,MLP,0.0006134616560302675,0.0009233192540705204,0.9941245913505554,0.0016475941520184278,0.0026910346932709217
177,MLP,0.03619825094938278,0.08222870528697968,0.10612078756093979,0.7329856157302856,0.04246653616428375
178,MLP,0.016603905707597733,0.12837061285972595,0.7387745380401611,0.06512989848852158,0.05112113431096077
179,MLP,0.004821451380848885,0.009944021701812744,0.9602209329605103,0.012255478650331497,0.012758146040141582
180,MLP,0.02669883705675602,0.08138839155435562,0.4591001272201538,0.3559046983718872,0.07690787315368652
181,MLP,0.023859817534685135,0.02975608967244625,0.04242849722504616,0.8733474612236023,0.030608180910348892
182,MLP,0.9760897159576416,0.00588714936748147,0.0040319995023310184,0.00573105551302433,0.008260132744908333
183,MLP,0.9770434498786926,0.004582925699651241,0.0025596630293875933,0.008889822289347649,0.006924103945493698
184,MLP,0.0006142472848296165,0.0007630613399669528,0.9948539137840271,0.0013429707614704967,0.0024258506018668413
185,MLP,0.03841724619269371,0.07372399419546127,0.28610023856163025,0.04941381514072418,0.5523447394371033
186,MLP,0.008368946611881256,0.009077424183487892,0.010350198484957218,0.9615393877029419,0.010664129629731178
187,MLP,0.029206853359937668,0.08631888031959534,0.2785486876964569,0.5572393536567688,0.04868630692362785
188,MLP,0.0011524311266839504,0.00188121956307441,0.9886173605918884,0.003379455767571926,0.0049695842899382114
189,MLP,0.0004516513436101377,0.0005506271263584495,0.9963816404342651,0.0009293188923038542,0.0016867066733539104
190,MLP,0.0005961281131021678,0.0007368644583038986,0.9951011538505554,0.0013462438946589828,0.0022196064237505198
191,MLP,0.001579377567395568,0.00218167994171381,0.9866320490837097,0.004063393920660019,0.00554343406111002
192,MLP,0.019206322729587555,0.03229665011167526,0.7348727583885193,0.17604967951774597,0.03757452592253685
193,MLP,0.02438558079302311,0.0375259630382061,0.06380415707826614,0.8381145596504211,0.03616974875330925
194,MLP,0.03236702084541321,0.7637683749198914,0.0864342600107193,0.08302267640829086,0.034407734870910645
195,MLP,0.0006859561544843018,0.0007719620480202138,0.9945642948150635,0.001389387878589332,0.0025883542839437723
196,MLP,0.0006809311453253031,0.000843680405523628,0.9940563440322876,0.0015536848222836852,0.002865293761715293
